slug	cultivar	price	note	url	image	hybridizer	year	parentage	color	branches	budcount	form	foliagetype	seedlingnum	bloomhabit	fragrance	scapeheight	bloomseason	rebloom	bloomsize	ploidy	sculpting	id
spider-man	Spider Man	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=40231	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spider-Man.jpg	Durio	1982	(Douglas Dale × Howard Goodson)	bright red self with chartreuse throat				Dormant	81R98	Diurnal		24 in, (61 cm) 	Early-Midseason,Rebloom			Tetraploid		40231
spider-miracle	Spider Miracle	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=40232	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spider_Miracle.jpg	Hendricks-W.	1986		yellow green spider with green throat			Unusual FormSpatulate	Dormant	Y8401-84	Diurnal		32 in, (81 cm) 	Midseason		8.5 in, (22 cm) 	Diploid		40232
spin-and-twirl	Spin And Twirl			https://daylilies.org/DaylilyDB/detail.php?id=159741	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Spin_and_Twirl.jpg	Joiner-J.	2008	(sdlg × sdlg)	light yellow gold blend above yellow green throat	4	14	Unusual FormCrispateDouble 95%	Evergreen	J03JJSpid54	Diurnal	Fragrant	32 in, (81 cm) 	Midseason,Rebloom		8 in, (20 cm) 	Diploid		159741
springfield-clan	Springfield Clan	$10.00	sale 10 sf	https://daylilies.org/DaylilyDB/detail.php?id=141954	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Springfield_Clan.jpg	Trimmer-J.	2001	(Persian Ruby × Point of View)	crimson red self above large green throat	2	25	Unusual FormCascade	Semi-Evergreen	JT99-2	Diurnal		40 in, (102 cm) 	Early-Midseason,Rebloom		10 in, (25 cm) 	Tetraploid		141954
stack-the-deck	Stack The Deck	$10.00	sale 10 sf	https://daylilies.org/DaylilyDB/detail.php?id=10316	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Stack_The_Deck.jpg	Shooter-E.	1997		red purple with purple eyezone and cream edges above a green and white throat				Dormant	90-E1	Diurnal		32 in, (81 cm) 	Midseason,Rebloom		7 in, (18 cm) 	Diploid		10316
star-of-india	Star Of India			https://daylilies.org/DaylilyDB/detail.php?id=10330	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/StarofIndia.jpg	Roberts-P.	1992	((Jock Randall × Midnight Magic) × Night Queen)	lilac purple with yellow cream eyezone above yellow cream throat				Evergreen	P7-1102	Extended		35 in, (89 cm) 	Early-Midseason,Rebloom		7.5 in, (19 cm) 	Tetraploid		10330
star-over-oz	Star Over Oz	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=152413	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Star_over_oz_2005.jpg	Herrington-K.	2005		purple with star shaped yellow eye above green throat	4	27	Unusual FormCrispate-Cascade	Semi-Evergreen	KAT-05-02	Diurnal	Fragrant	28 in, (71 cm) 	Early-Midseason,Rebloom		8.5 in, (22 cm) 	Diploid		152413
stella-de-oro	Stella De Oro	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=40557	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Stella De Oro.jpg	Jablonski	1975		gold self with very small green throat				Dormant	M-6317	Extended	Fragrant	11 in, (28 cm) 	Early-Midseason,Rebloom		2.75 in, (7 cm) 	Diploid		40557
stellar-double-rose	Stellar Double Rose			https://daylilies.org/DaylilyDB/detail.php?id=10370	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Stellar Double Rose - Brown-C  1995  2 _1516119601.jpg	Brown-C.	1995		red and lighter red bitone edged white with dark red eyezone above a green throat			Double	Dormant	DBLST-95	Diurnal	Fragrant	39 in, (99 cm) 	Early-Midseason,Rebloom		5 in, (13 cm) 	Diploid		10370
stately-buddha	Stately Buddha	$8.00	sale 6 sf	https://daylilies.org/DaylilyDB/detail.php?id=10354		Munson-R.W.	1997	(Cameroons × Purple Twilight Time)	grape purple self with lemon chartreuse throat				Evergreen		Diurnal		24 in, (61 cm) 	Midseason		6 in, (15 cm) 	Tetraploid		10354
steve-trimmer	Steve Trimmer	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=46196	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/steve_trimmer.jpg	Trimmer	1999	(Kisses Like Wine × Calico Jack)	yellow with plum eyezone and edge above yellow green throat	3	25		Semi-Evergreen	98-17	Diurnal		28 in, (71 cm) 	Early-Midseason,Rebloom		5.25 in, (13 cm) 	Tetraploid		46196
stimulus-package	Stimulus Package			https://daylilies.org/DaylilyDB/detail.php?id=164751	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/STIMULUS PACKAGE.jpg	Hansen-D.	2010	(((Splendid Touch × (Chama Valley × Bam)) × Visual Intrigue) × ((sdlg × (sdlg × sdlg)))	pale pink with lavender eye, violet veins and thin lavender edge, yellow green throat	4	18		Evergreen	8BY	Diurnal		36 in, (91 cm) 	Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		164751
stop-the-show	Stop The Show	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=40623	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Stop_the_Show.jpg	Gates-L.	1986		lavender pink and yellow polychrome with green chartreuse throat				Evergreen	PL-536-84	Extended	Fragrant	24 in, (61 cm) 	Early,Rebloom		6.5 in, (17 cm) 	Tetraploid		40623
storm-at-sea	Storm At Sea			https://daylilies.org/DaylilyDB/detail.php?id=175401	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Storm At Sea.jpg	Salter	2014	((God Save the Queen × Character Counts) × (Forbidden Fantasy × Storm of Swords))	deep purple with a violet blue eye and a toothy white edge				Semi-Evergreen	JS-13F-09	Diurnal		28 in, (71 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		175401
strawberry-granita	Strawberry Granita	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=179255	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/strawberry_granita.jpg	Garrett-L.	2015	(sdlg × Magic Maker)	light pink with strawberry eye, yellow to green throat	3	20		Evergreen	13-BOMM-1	Diurnal		30 in, (76 cm) 	Early-Midseason,Rebloom		5.25 in, (13 cm) 	Diploid		179255
strawberry-truffle	Strawberry Truffle			https://daylilies.org/DaylilyDB/detail.php?id=10435	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Strawberry_Truffles.jpg	Kirchhoff-D.	2001	(((sdlg × Manhattan Serenade) × (Plum Plume × (sdlg × Enchanting Lady)))	rose red with violet suffusion above yellow to green throat	4	27	Double 95%	Evergreen		Extended		34 in, (86 cm) 	Extra Early,Rebloom		5.5 in, (14 cm) 	Tetraploid		10435
street-urchin	Street Urchin	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=10438	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Street_Urchin.jpg	Kirchhoff-D.	1992	(Whooperee × Autumn Valentine)	bright red with wide almond edges and green to yellow throat				Evergreen	BERWHO-1-91	Diurnal		25 in, (64 cm) 	Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		10438
string-bikini	String Bikini	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=145715	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/string_bikini.jpg	Stamile	2002	(Waiting in the Wings × (Lavender Arrowhead × Moving all Over))	lavender self above green throat	6	30	Spider 5.25:1	Evergreen	0131-A	Diurnal		30 in, (76 cm) 	Extra Early,Rebloom		7 in, (18 cm) 	Tetraploid		145715
suburban-clainey	Suburban Clainey	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=150444	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Suburban_Clainey.jpg	Watts	2004	(Lavender Arrowhead × Wings on High)	light rose pink self above yellow to green throat	5	20	Unusual FormCrispate	Dormant		Diurnal		36 in, (91 cm) 	Midseason-Late,Rebloom		10.5 in, (27 cm) 	Tetraploid		150444
suburban-coach-burnham	Suburban Coach Burnham			https://daylilies.org/DaylilyDB/detail.php?id=169271	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Suburban Coach Burnham.jpg	Watts	2011	(Pueblo Dancer × Deltona Inn)	purple with yellow midribs and yellow green throat	4	18	Unusual FormCrispate	Semi-Evergreen	71-11	Diurnal		36 in, (91 cm) 	Midseason-Late,Rebloom		7.5 in, (19 cm) 	Diploid		169271
suburban-coach-g	Suburban Coach G.			https://daylilies.org/DaylilyDB/detail.php?id=179205	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Suburban Coach G.jpg	Watts	2015	(sdlg × Clark Gable)	rose pink with light purple halo and green to yellow throat	3	12	Double 100%	Evergreen	34-10	Diurnal		21 in, (53 cm) 	Early-Midseason,Rebloom		5.25 in, (13 cm) 	Tetraploid		179205
suburban-daddy-john	Suburban Daddy John			https://daylilies.org/DaylilyDB/detail.php?id=150445	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Suburban_Daddy_John.jpg	Watts	2004	(Wolf Eyes × sdlg)	pale orange with dark purple eye and edge above yellow green throat				Evergreen		Diurnal		34 in, (86 cm) 	Midseason-Late,Rebloom		4.5 in, (11 cm) 	Tetraploid		150445
suburban-nancy-gayle	Suburban Nancy Gayle	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=149776	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Suburban_Nancy_Gayle.jpg	Watts	2004	(Ruby Spider × Wispy Rays)	red self above yellow throat	6	20		Evergreen		Diurnal		29 in, (74 cm) 	Midseason-Late,Rebloom		6 in, (15 cm) 	Tetraploid		149776
sugar-lips	Sugar Lips			https://daylilies.org/DaylilyDB/detail.php?id=182101	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/sugarlips.jpg	Trimmer	2017	(unknown × unknown)	pink with chartreuse throat, circular form	4	26		Evergreen	3-131	Diurnal	Fragrant	27 in, (69 cm) 	Early-Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		182101
sunglasses-needed	Sunglasses Needed			https://daylilies.org/DaylilyDB/detail.php?id=157095	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Sunglasses_Needed.jpg	Joiner-J.	2007	(Ruffled Ruckus × sdlg)	light yellow lemon ruffled self	3	14	Double 95%	Evergreen	J03-DD-RR-SDLG-15	Diurnal	Fragrant	32 in, (81 cm) 	Midseason,Rebloom		7 in, (18 cm) 	Diploid		157095
sunset-riviera	Sunset Riviera			https://daylilies.org/DaylilyDB/detail.php?id=181916	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Sunset Rivera.JPG	Pierce-G.	2016	(Facemaker × Tet. Exotic Pattern)	yellow cream with lavender purple eye outlined in dark purple raspberry with veining over eye, above orange green throat, purple and raspberry double edge	7	60		Evergreen	3003-A	Diurnal		40 in, (102 cm) 	Early-Midseason,Rebloom		6.5 in, (17 cm) 	Tetraploid		181916
suwannee-silk	Suwannee Silk	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=10586	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Suwannee Silk.jpg	Houston	1996		rose pink with etched red eyezone and chartreuse throat				Semi-Evergreen		Diurnal	Fragrant	20 in, (51 cm) 	Early,Rebloom		8 in, (20 cm) 	Tetraploid		10586
suzy-cream-cheese	Suzy Cream Cheese	$8.00	sale 5 sf	https://daylilies.org/DaylilyDB/detail.php?id=142661	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/SUZY_CREAM_CHEESE.jpg	Bachman	2001		peach self above gold yellow throat	5	30	Spider 4.00:1	Dormant	95-96	Diurnal		35 in, (89 cm) 	Late		7 in, (18 cm) 	Diploid		142661
sweet-love-of-heaven	Sweet Love Of Heaven	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=10620	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Sweet_Love_Of_Heaven.jpg	Grace-L.	2000	(sdlg × Shimmering Elegance)	satin peach with gray lavender eye above green throat	3	25		Evergreen	49897	Nocturnal	Fragrant	21 in, (53 cm) 	Midseason		5.5 in, (14 cm) 	Tetraploid		10620
sweet-tranquility	Sweet Tranquility	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=151893	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Sweet_Tranquility.jpg	Salter	2005		cream lavender with white gold edge above green throat	4	35		Evergreen		Diurnal		28 in, (71 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		151893
tahoe-snow-blizzard	Tahoe Snow Blizzard	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=153556	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tahoe_Snow_Blizzard.jpg	Gossard	2006	(Heavenly Angel Ice × Lavender Handlebars)	white self above green throat	5	30	Unusual FormCascade-Spatulate	Evergreen	HAICELH#1	Diurnal	Very Fragrant	55 in, (140 cm) 	Midseason,Rebloom		10 in, (25 cm) 	Diploid		153556
taken-by-storm	Taken By Storm	$10.00	sale 9 sf	https://daylilies.org/DaylilyDB/detail.php?id=10685	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Taken_By_Storm.jpg	Salter	1993	(sdlg × Black Ambrosia)	purple self with green throat				Semi-Evergreen		Diurnal		28 in, (71 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		10685
talon	Talon	$6.00	sale 5 sf	https://daylilies.org/DaylilyDB/detail.php?id=10697	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Talon.jpg	Roberts-N.	1997		purple self with a yellow throat			Unusual FormCrispate	Semi-Evergreen		Extended		25 in, (64 cm) 	Early-Midseason		6.5 in, (17 cm) 	Diploid		10697
teds-tribute-to-linda	Ted's Tribute To Linda	$20.00		https://daylilies.org/DaylilyDB/detail.php?id=161738	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Ted's_Tribute_To_Linda.jpg	Petit	2009	(Alexa Kathryn × Gary Colby)	lavender with lighter watermark and gold edge				Semi-Evergreen	S-10-01	Diurnal		25 in, (64 cm) 	Midseason,Rebloom		8 in, (20 cm) 	Tetraploid		161738
temples-and-towers	Temples and Towers			https://daylilies.org/DaylilyDB/detail.php?id=170532	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/TEMPLES AND TOWERS.jpg	Lambertson	2012	(Eyes a Blue × sdlg)	medium purple petals, light lavender sepals, blue purple eye and edge, cream outer edge, green throat	5	30		Semi-Evergreen	LL228	Diurnal		27 in, (69 cm) 	Early-Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		170532
tennessee-treasure	Tennessee Treasure	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=144014	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tennessee_Treasure.jpg	Carpenter-J.	2002	(Ida's Magic × sdlg)	rich velvety red with light red watermark above green throat	5	35		Evergreen	JC-00-174	Diurnal	Fragrant	26 in, (66 cm) 	Midseason,Rebloom		5 in, (13 cm) 	Tetraploid		144014
tequila-mockingbird	Tequila Mockingbird	$10.00	sale 8 sf	https://daylilies.org/DaylilyDB/detail.php?id=149751	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tequila_Mocking_Bird.jpg	Trimmer	2005	(Spice Hunter × (Sudden Fire × Tet. Ruffled Masterpiece))	orange with red eye above green throat	2	25		Evergreen		Diurnal		32 in, (81 cm) 	Early-Midseason,Rebloom		5.75 in, (15 cm) 	Tetraploid		149751
thanks-for-last-night	Thanks For Last Night	$20.00		https://daylilies.org/DaylilyDB/detail.php?id=165115	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Thanks_for_Last_Night.jpg	Kovach	2010	(Topguns Power Broker × Signature Truffle)	lavender plum double with raised midribs, double edge lighter near white edges next to darker lavender edge, darker lavender eye and green throat	4	18	Double 95%	Semi-Evergreen	C89	Diurnal		30 in, (76 cm) 	Midseason		4.75 in, (12 cm) 	Tetraploid		165115
suburban-golden-eagle	Suburban Golden Eagle	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=10461		Watts	1998	(Betty Warren Woods × Lady Arabella)	deep gold self with gold throat	4	24		Evergreen	SUB951	Diurnal		28 in, (71 cm) 	Early,Rebloom		6 in, (15 cm) 	Tetraploid		10461
sweet-vidalia	Sweet Vidalia	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=10642		Scott-E.	1998	(Splendid Touch × sdlg)	light pink with gold edge and green throat	4	20		Semi-Evergreen	98Q-1	Diurnal	Fragrant	22 in, (56 cm) 	Midseason,Rebloom		5.75 in, (15 cm) 	Tetraploid		10642
tavares-double-ruffle	Tavares Double Ruffle			https://daylilies.org/DaylilyDB/detail.php?id=168868		Smith-Harry-P.	2012	(sdlg × sdlg)	pink orange blend heavily substanced		28	Double 100%	Evergreen	ph1	Diurnal		29 in, (74 cm) 	Early-Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		168868
tawny-pink	Tawny Pink	$6.00		https://daylilies.org/DaylilyDB/detail.php?id=41779		Beckham	1981	(Zaidee Williams × Hazel Monette)	tawny pink self with green throat				Semi-Evergreen	B 12-76	Extended	Fragrant	19 in, (48 cm) 	Early-Midseason,Rebloom		7 in, (18 cm) 	Diploid		41779
tallahassee-two-step	Tallahassee Two Step	$20.00		https://daylilies.org/DaylilyDB/detail.php?id=167552	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tallahassee Two Step.jpg	Herrington-T.	2011	(Blackberry Cupcake × Dorothy and Toto)	amethyst lavender plicata blend above a green to yellow throat	7	25	Double 100%	Semi-Evergreen	h6	Diurnal	Fragrant	26 in, (66 cm) 	Midseason,Rebloom		5 in, (13 cm) 	Tetraploid		167552
the-band-played-on	The Band Played On	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=154361	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/the_band_played_on.jpg	Stamile	2006	(Rock Solid × Zahadoom)	orchid rose with black eye and edge above green throat	3	21		Evergreen	3143-F	Diurnal	Fragrant	25 in, (64 cm) 	Early,Rebloom		5.5 in, (14 cm) 	Tetraploid		154361
the-blessing-of-freedom	The Blessing of Freedom			https://daylilies.org/DaylilyDB/detail.php?id=174968	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/The Blessing Of Freedom.jpg	Grace-L.	2014	(Precious Stones × sdlg)	rich red color, contrasting a pink watermark eye with a small yellow gold edge	3	25		Evergreen	554-10	Nocturnal	Very Fragrant	28 in, (71 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		174968
the-bravo-brigade	The Bravo Brigade	$20.00		https://daylilies.org/DaylilyDB/detail.php?id=167881	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/The Bravo Brigade.jpg	Salter	2011	((Spellbound Secret × (Shipwreck Cove × unknown)) × (Spellbound Secret × Fully Exotic))	pale cream with a large raisin plum eye that covers most of the petal	4	28		Semi-Evergreen	Eye 1118	Diurnal		29 in, (74 cm) 	Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		167881
the-one-ring	The One Ring			https://daylilies.org/DaylilyDB/detail.php?id=178092	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/The One Ring.jpg	Salter-E.H.	2015	(unknown × unknown)	reverse bicolor with the sepals being a darker tan than the pale yellowish tan petals, the patterned eye can be intense and dramatic				Evergreen	ES-15-09	Diurnal		28 in, (71 cm) 	Early-Midseason,Rebloom		4 in, (10 cm) 	Diploid		178092
the-wonderful-thing-about-tigers	The Wonderful Thing About Tigers	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=158875	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/The_Wonderful_Thing_About_Tigers.jpg	Goudeau	2008	(sdlg × Mister Lucky)	orange red with darker red eye above dark green throat	4	15		Evergreen	27-16	Extended		34 in, (86 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		158875
thin-man	Thin Man	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=145657	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/thin_man.jpg	Trimmer	2002	(sdlg × Long Tall Sally)	bright red self above yellow green throat	2	24	Unusual FormCascade	Evergreen		Diurnal		42 in, (107 cm) 	Midseason,Rebloom		12 in, (30 cm) 	Tetraploid		145657
three-pointer	Three Pointer			https://daylilies.org/DaylilyDB/detail.php?id=178531	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Three Pointer.jpg	Murphy-J.P.	2015	(Peace Out × Just Jessie)	sanded peach tepals with lavender rose eye and huge dark green throat, ruffled and sunfast, long bloom season	3	20	Unusual FormCascade	Dormant	10012PEACEJESSIE	Extended	Fragrant	57 in, (145 cm) 	Early-Midseason,Rebloom		8 in, (20 cm) 	Diploid		178531
tidewater-snowflake	Tidewater Snowflake	$20.00		https://daylilies.org/DaylilyDB/detail.php?id=182476	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/TidewaterSnowflake_1496843367.jpg	Sterrett	2017	(Cowrie Flower × Gentle Shepherd)	White with a yellow green throat, becomes whiter as the day progresses, heavy substance, lightly ruffled and blooms above the foliage.	4	18		Dormant	122020161	Diurnal		21 in, (53 cm) 	Midseason,Rebloom		4 in, (10 cm) 	Diploid		182476
tidewater-thunderstorm	Tidewater Thunderstorm			https://daylilies.org/DaylilyDB/detail.php?id=183764	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tidewater Thunderstorm.jpg	Mundy	2017	(unknown × unknown)	burgundy with lighter burgundy eyezone leading to a golden throat	3	17	Unusual FormCrispate-Cascade	Semi-Evergreen	1A	Diurnal		27 in, (69 cm) 	Midseason,Rebloom		8 in, (20 cm) 	Diploid		183764
tiffany-gold	Tiffany Gold	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=42120	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tiffany Gold 2_1509128703.jpg	Munson-R.W.	1982	(Shibui Splendor × Sabie)	pink gold self with gold throat				Evergreen	SSS-13	Diurnal	Fragrant	24 in, (61 cm) 	Early-Midseason,Rebloom		7 in, (18 cm) 	Diploid		42120
tiger-bait	Tiger Bait			https://daylilies.org/DaylilyDB/detail.php?id=158878	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Tiger_Bait.jpg	Goudeau-G.	2008	(sdlg × sdlg)	creamy white with black purple eye and edge above dark green throat	3	15		Semi-Evergreen	6-4-7-3	Diurnal		18 in, (46 cm) 	Midseason,Rebloom		4.5 in, (11 cm) 	Tetraploid		158878
tim-herrington	Tim Herrington			https://daylilies.org/DaylilyDB/detail.php?id=175524	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/timherrington.jpg	Elliott-S.	2014	(Wildman George × Two to Tango)	copper red with very distinct yellow midribs on the petals	4	28	Double 95%	Evergreen	sedsel12-35	Diurnal		20 in, (51 cm) 	Midseason,Rebloom		3.5 in, (9 cm) 	Diploid		175524
timber-man	Timber Man	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=164688	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Timber Man.jpg	Townsend-J.	2010	(sdlg × Alexa Kathryn)	pink with gold eye and edge, green throat	3	15		Semi-Evergreen	06018	Diurnal		24 in, (61 cm) 	Early-Midseason,Rebloom		6.5 in, (17 cm) 	Tetraploid		164688
time-stopper	Time Stopper			https://daylilies.org/DaylilyDB/detail.php?id=155645	https://www.daylilies.org/DaylilyDB/AHSPhoto/T/Time_Stopper.jpg	Gossard	2006	(Heavenly Pink Butterfly × Lavender Curls)	maroon purple with darker maroon purple eye and edge ruffled in white above green throat	4	18		Dormant	HPBLAVC	Diurnal		33 in, (84 cm) 	Early-Midseason		7 in, (18 cm) 	Diploid		155645
